word	nodeType	synsetCount	unit
I	PRON	0	EP19-LateReturns
doubt	VERB	2	EP19-LateReturns
that	PRON	0	EP19-LateReturns
You	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
well	ADJ	3	EP19-LateReturns
candidate?i	ADJ	0	EP19-LateReturns
she	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
something	PRON	0	EP19-LateReturns
go	VERB	30	EP19-LateReturns
she	PRON	0	EP19-LateReturns
secretive	ADJ	1	EP19-LateReturns
Anyone	PRON	0	EP19-LateReturns
who	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
who	PRON	0	EP19-LateReturns
He	PRON	0	EP19-LateReturns
all	PRON	0	EP19-LateReturns
stalk	VERB	3	EP19-LateReturns
her	PRON	0	EP19-LateReturns
Her	PRON	0	EP19-LateReturns
old	ADJ	8	EP19-LateReturns
break	VERB	59	EP19-LateReturns
him	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
take	VERB	42	EP19-LateReturns
no	PRON	0	EP19-LateReturns
You	PRON	0	EP19-LateReturns
see	VERB	24	EP19-LateReturns
him	PRON	0	EP19-LateReturns
that	PRON	0	EP19-LateReturns
hard	ADJ	12	EP19-LateReturns
miss	VERB	9	EP19-LateReturns
I	PRON	0	EP19-LateReturns
vote	VERB	5	EP19-LateReturns
I	PRON	0	EP19-LateReturns
jealous	ADJ	2	EP19-LateReturns
crazy	ADJ	5	EP19-LateReturns
He	PRON	0	EP19-LateReturns
keep	VERB	22	EP19-LateReturns
drop	VERB	23	EP19-LateReturns
I	PRON	0	EP19-LateReturns
like	VERB	5	EP19-LateReturns
you	PRON	0	EP19-LateReturns
suppose	VERB	5	EP19-LateReturns
wait	VERB	4	EP19-LateReturns
drunk	ADJ	2	EP19-LateReturns
Shut	VERB	3	EP19-LateReturns
it	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
tell	VERB	8	EP19-LateReturns
you	PRON	0	EP19-LateReturns
this	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
see	VERB	24	EP19-LateReturns
you	PRON	0	EP19-LateReturns
him	PRON	0	EP19-LateReturns
follow	VERB	24	EP19-LateReturns
see	VERB	24	EP19-LateReturns
him	PRON	0	EP19-LateReturns
touch	VERB	15	EP19-LateReturns
you	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
his	PRON	0	EP19-LateReturns
stop	VERB	11	EP19-LateReturns
he	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
he	PRON	0	EP19-LateReturns
sleep	VERB	2	EP19-LateReturns
it	PRON	0	EP19-LateReturns
ask	VERB	7	EP19-LateReturns
me	PRON	0	EP19-LateReturns
him	PRON	0	EP19-LateReturns
first	ADJ	6	EP19-LateReturns
He	PRON	0	EP19-LateReturns
You	PRON	0	EP19-LateReturns
compare	VERB	4	EP19-LateReturns
who	PRON	0	EP19-LateReturns
other	ADJ	4	EP19-LateReturns
have	VERB	19	EP19-LateReturns
I	PRON	0	EP19-LateReturns
compare	VERB	4	EP19-LateReturns
anything	PRON	0	EP19-LateReturns
He	PRON	0	EP19-LateReturns
get	VERB	36	EP19-LateReturns
sick	ADJ	7	EP19-LateReturns
that	PRON	0	EP19-LateReturns
hear	VERB	5	EP19-LateReturns
it	PRON	0	EP19-LateReturns
sound	VERB	7	EP19-LateReturns
see	VERB	24	EP19-LateReturns
new	ADJ	11	EP19-LateReturns
she	PRON	0	EP19-LateReturns
die	VERB	11	EP19-LateReturns
go	VERB	30	EP19-LateReturns
sick	ADJ	7	EP19-LateReturns
see	VERB	24	EP19-LateReturns
us	PRON	0	EP19-LateReturns
We	PRON	0	EP19-LateReturns
go	VERB	30	EP19-LateReturns
That	PRON	0	EP19-LateReturns
He	PRON	0	EP19-LateReturns
remember	VERB	8	EP19-LateReturns
he	PRON	0	EP19-LateReturns
start	VERB	14	EP19-LateReturns
come	VERB	21	EP19-LateReturns
few	ADJ	1	EP19-LateReturns
have	VERB	19	EP19-LateReturns
die	VERB	11	EP19-LateReturns
What	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
come	VERB	21	EP19-LateReturns
it	PRON	0	EP19-LateReturns
political	ADJ	3	EP19-LateReturns
he	PRON	0	EP19-LateReturns
try	VERB	9	EP19-LateReturns
solve	VERB	3	EP19-LateReturns
her	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
interested	ADJ	2	EP19-LateReturns
we	PRON	0	EP19-LateReturns
do	VERB	13	EP19-LateReturns
remember	VERB	8	EP19-LateReturns
explain	VERB	3	EP19-LateReturns
it	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
wait	VERB	4	EP19-LateReturns
it	PRON	0	EP19-LateReturns
say	VERB	11	EP19-LateReturns
some	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
It	PRON	0	EP19-LateReturns
It	PRON	0	EP19-LateReturns
You	PRON	0	EP19-LateReturns
my	PRON	0	EP19-LateReturns
high	ADJ	7	EP19-LateReturns
We	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
our	PRON	0	EP19-LateReturns
His	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
old	ADJ	8	EP19-LateReturns
stupid	ADJ	3	EP19-LateReturns
My	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
do	VERB	13	EP19-LateReturns
keep	VERB	22	EP19-LateReturns
we	PRON	0	EP19-LateReturns
agree	VERB	7	EP19-LateReturns
that	PRON	0	EP19-LateReturns
We	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
separate	ADJ	4	EP19-LateReturns
he	PRON	0	EP19-LateReturns
start	VERB	14	EP19-LateReturns
look	VERB	10	EP19-LateReturns
die	VERB	11	EP19-LateReturns
say	VERB	11	EP19-LateReturns
he	PRON	0	EP19-LateReturns
try	VERB	9	EP19-LateReturns
fill	VERB	9	EP19-LateReturns
who	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
suspected?no	VERB	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
let	VERB	6	EP19-LateReturns
him	PRON	0	EP19-LateReturns
look	VERB	10	EP19-LateReturns
I	PRON	0	EP19-LateReturns
ask	VERB	7	EP19-LateReturns
him	PRON	0	EP19-LateReturns
come	VERB	21	EP19-LateReturns
I	PRON	0	EP19-LateReturns
lose	VERB	11	EP19-LateReturns
my	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
risk	VERB	2	EP19-LateReturns
lose	VERB	11	EP19-LateReturns
my	PRON	0	EP19-LateReturns
look	VERB	10	EP19-LateReturns
get	VERB	36	EP19-LateReturns
close	ADJ	15	EP19-LateReturns
that	PRON	0	EP19-LateReturns
explain	VERB	3	EP19-LateReturns
his	PRON	0	EP19-LateReturns
we	PRON	0	EP19-LateReturns
think	VERB	13	EP19-LateReturns
We	PRON	0	EP19-LateReturns
get	VERB	36	EP19-LateReturns
find	VERB	16	EP19-LateReturns
what	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
Who	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
be	VERB	13	EP19-LateReturns
scotty?charme	VERB	0	EP19-LateReturns
old	ADJ	8	EP19-LateReturns
who	PRON	0	EP19-LateReturns
work	VERB	27	EP19-LateReturns
get	VERB	36	EP19-LateReturns
regional	ADJ	2	EP19-LateReturns
take	VERB	42	EP19-LateReturns
ex	PRON	0	EP19-LateReturns
come	VERB	21	EP19-LateReturns
look	VERB	10	EP19-LateReturns
her	PRON	0	EP19-LateReturns
new	ADJ	11	EP19-LateReturns
new	ADJ	11	EP19-LateReturns
Who	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
I	PRON	0	EP19-LateReturns
hear	VERB	5	EP19-LateReturns
you	PRON	0	EP19-LateReturns
him	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
let	VERB	6	EP19-LateReturns
's	PRON	0	EP19-LateReturns
go	VERB	30	EP19-LateReturns
see	VERB	24	EP19-LateReturns
feel	VERB	13	EP19-LateReturns
well	ADJ	3	EP19-LateReturns
Whatever	PRON	0	EP19-LateReturns
it	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
watch	VERB	7	EP19-LateReturns
it	PRON	0	EP19-LateReturns
her	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
show	VERB	12	EP19-LateReturns
upset	ADJ	5	EP19-LateReturns
look	VERB	10	EP19-LateReturns
your	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
let	VERB	6	EP19-LateReturns
's	PRON	0	EP19-LateReturns
make	VERB	49	EP19-LateReturns
it	PRON	0	EP19-LateReturns
It	PRON	0	EP19-LateReturns
drink	VERB	5	EP19-LateReturns
you	PRON	0	EP19-LateReturns
turn	VERB	26	EP19-LateReturns
I	PRON	0	EP19-LateReturns
go	VERB	30	EP19-LateReturns
I	PRON	0	EP19-LateReturns
engage	VERB	10	EP19-LateReturns
I	PRON	0	EP19-LateReturns
get	VERB	36	EP19-LateReturns
she	PRON	0	EP19-LateReturns
suppose	VERB	5	EP19-LateReturns
wait	VERB	4	EP19-LateReturns
me	PRON	0	EP19-LateReturns
she	PRON	0	EP19-LateReturns
find	VERB	16	EP19-LateReturns
someone	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
her	PRON	0	EP19-LateReturns
new	ADJ	11	EP19-LateReturns
sure?thank	VERB	0	EP19-LateReturns
thank	VERB	1	EP19-LateReturns
you	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
vote	VERB	5	EP19-LateReturns
do	VERB	13	EP19-LateReturns
you	PRON	0	EP19-LateReturns
You	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
I	PRON	0	EP19-LateReturns
consider	VERB	9	EP19-LateReturns
myself	PRON	0	EP19-LateReturns
smart	ADJ	7	EP19-LateReturns
I	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
What	PRON	0	EP19-LateReturns
happen	VERB	5	EP19-LateReturns
you	PRON	0	EP19-LateReturns
knock	VERB	6	EP19-LateReturns
little	ADJ	8	EP19-LateReturns
I	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
detective	VERB	0	EP19-LateReturns
Everyone	PRON	0	EP19-LateReturns
make	VERB	49	EP19-LateReturns
talk	VERB	6	EP19-LateReturns
sorry	ADJ	4	EP19-LateReturns
he	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
look	VERB	10	EP19-LateReturns
old	ADJ	8	EP19-LateReturns
awful	ADJ	6	EP19-LateReturns
She	PRON	0	EP19-LateReturns
nice	ADJ	5	EP19-LateReturns
We	PRON	0	EP19-LateReturns
hear	VERB	5	EP19-LateReturns
she	PRON	0	EP19-LateReturns
your	PRON	0	EP19-LateReturns
involve	VERB	7	EP19-LateReturns
Her	PRON	0	EP19-LateReturns
You	PRON	0	EP19-LateReturns
sure?A	VERB	0	EP19-LateReturns
charm	VERB	4	EP19-LateReturns
It	PRON	0	EP19-LateReturns
his	PRON	0	EP19-LateReturns
occupational	ADJ	1	EP19-LateReturns
other	ADJ	4	EP19-LateReturns
That	PRON	0	EP19-LateReturns
all	PRON	0	EP19-LateReturns
we	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
That	PRON	0	EP19-LateReturns
right	ADJ	14	EP19-LateReturns
see	VERB	24	EP19-LateReturns
you	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
something	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
want	VERB	5	EP19-LateReturns
close	VERB	17	EP19-LateReturns
We	PRON	0	EP19-LateReturns
need	VERB	3	EP19-LateReturns
you	PRON	0	EP19-LateReturns
final	ADJ	3	EP19-LateReturns
see	VERB	24	EP19-LateReturns
him	PRON	0	EP19-LateReturns
She	PRON	0	EP19-LateReturns
sweet	ADJ	10	EP19-LateReturns
young	ADJ	5	EP19-LateReturns
naive	ADJ	5	EP19-LateReturns
only	ADJ	2	EP19-LateReturns
He	PRON	0	EP19-LateReturns
flatter	VERB	1	EP19-LateReturns
my	PRON	0	EP19-LateReturns
keep	VERB	22	EP19-LateReturns
him	PRON	0	EP19-LateReturns
focused	ADJ	3	EP19-LateReturns
we	PRON	0	EP19-LateReturns
like	VERB	5	EP19-LateReturns
talk	VERB	6	EP19-LateReturns
your	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
I'm	PRON	0	EP19-LateReturns
local	ADJ	3	EP19-LateReturns
democratic	ADJ	3	EP19-LateReturns
help	VERB	8	EP19-LateReturns
future	ADJ	4	EP19-LateReturns
himself	PRON	0	EP19-LateReturns
dead	ADJ	17	EP19-LateReturns
We	PRON	0	EP19-LateReturns
think	VERB	13	EP19-LateReturns
have	VERB	19	EP19-LateReturns
say	VERB	11	EP19-LateReturns
we	PRON	0	EP19-LateReturns
see	VERB	24	EP19-LateReturns
his	PRON	0	EP19-LateReturns
that	PRON	0	EP19-LateReturns
find	VERB	16	EP19-LateReturns
her	PRON	0	EP19-LateReturns
delicate	ADJ	7	EP19-LateReturns
He	PRON	0	EP19-LateReturns
run	VERB	41	EP19-LateReturns
his	PRON	0	EP19-LateReturns
I'm	PRON	0	EP19-LateReturns
who	PRON	0	EP19-LateReturns
get	VERB	36	EP19-LateReturns
What	PRON	0	EP19-LateReturns
we	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
him?Been	PRON	0	EP19-LateReturns
elect	VERB	2	EP19-LateReturns
go	VERB	30	EP19-LateReturns
raise	VERB	27	EP19-LateReturns
My	PRON	0	EP19-LateReturns
make	VERB	49	EP19-LateReturns
redd	VERB	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
shoot	VERB	20	EP19-LateReturns
name	VERB	9	EP19-LateReturns
nice	ADJ	5	EP19-LateReturns
expensive	ADJ	1	EP19-LateReturns
bad	ADJ	14	EP19-LateReturns
Which	PRON	0	EP19-LateReturns
get	VERB	36	EP19-LateReturns
you	PRON	0	EP19-LateReturns
rod?What	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
want	VERB	5	EP19-LateReturns
know	VERB	11	EP19-LateReturns
name	VERB	9	EP19-LateReturns
call	VERB	28	EP19-LateReturns
you	PRON	0	EP19-LateReturns
last	ADJ	9	EP19-LateReturns
he	PRON	0	EP19-LateReturns
get	VERB	36	EP19-LateReturns
wrong	ADJ	9	EP19-LateReturns
wrong	ADJ	9	EP19-LateReturns
I	PRON	0	EP19-LateReturns
get	VERB	36	EP19-LateReturns
lonely	ADJ	4	EP19-LateReturns
k*lle	VERB	0	EP19-LateReturns
You	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
anything	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
him	PRON	0	EP19-LateReturns
her	PRON	0	EP19-LateReturns
sorry	ADJ	4	EP19-LateReturns
anyone	PRON	0	EP19-LateReturns
else?how	ADJ	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
him	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
You	PRON	0	EP19-LateReturns
friendly?I	VERB	0	EP19-LateReturns
say	VERB	11	EP19-LateReturns
that	PRON	0	EP19-LateReturns
look	VERB	10	EP19-LateReturns
I	PRON	0	EP19-LateReturns
get	VERB	36	EP19-LateReturns
get	VERB	36	EP19-LateReturns
This	PRON	0	EP19-LateReturns
your	PRON	0	EP19-LateReturns
That	PRON	0	EP19-LateReturns
They	PRON	0	EP19-LateReturns
all	PRON	0	EP19-LateReturns
write	VERB	10	EP19-LateReturns
that	PRON	0	EP19-LateReturns
old	ADJ	8	EP19-LateReturns
check	VERB	25	EP19-LateReturns
compare	VERB	4	EP19-LateReturns
write	VERB	10	EP19-LateReturns
match	VERB	10	EP19-LateReturns
This	PRON	0	EP19-LateReturns
call	VERB	28	EP19-LateReturns
You	PRON	0	EP19-LateReturns
look	VERB	10	EP19-LateReturns
it	PRON	0	EP19-LateReturns
look	VERB	10	EP19-LateReturns
this	PRON	0	EP19-LateReturns
print	VERB	4	EP19-LateReturns
it	PRON	0	EP19-LateReturns
hard	ADJ	12	EP19-LateReturns
tell	VERB	8	EP19-LateReturns
next	ADJ	3	EP19-LateReturns
we	PRON	0	EP19-LateReturns
get	VERB	36	EP19-LateReturns
you	PRON	0	EP19-LateReturns
find	VERB	16	EP19-LateReturns
It	PRON	0	EP19-LateReturns
your	PRON	0	EP19-LateReturns
guess	VERB	4	EP19-LateReturns
I	PRON	0	EP19-LateReturns
her	PRON	0	EP19-LateReturns
It	PRON	0	EP19-LateReturns
my	PRON	0	EP19-LateReturns
she	PRON	0	EP19-LateReturns
die	VERB	11	EP19-LateReturns
you	PRON	0	EP19-LateReturns
say	VERB	11	EP19-LateReturns
go	VERB	30	EP19-LateReturns
I	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
something	PRON	0	EP19-LateReturns
bother	VERB	6	EP19-LateReturns
her	PRON	0	EP19-LateReturns
worry	VERB	6	EP19-LateReturns
it	PRON	0	EP19-LateReturns
all	PRON	0	EP19-LateReturns
I'm	PRON	0	EP19-LateReturns
what	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
worried	ADJ	2	EP19-LateReturns
tell	VERB	8	EP19-LateReturns
me	PRON	0	EP19-LateReturns
something	PRON	0	EP19-LateReturns
You	PRON	0	EP19-LateReturns
wish	VERB	6	EP19-LateReturns
you	PRON	0	EP19-LateReturns
go	VERB	30	EP19-LateReturns
backwardsand	ADJ	0	EP19-LateReturns
unlearn	VERB	2	EP19-LateReturns
want	VERB	5	EP19-LateReturns
simple	ADJ	7	EP19-LateReturns
they	PRON	0	EP19-LateReturns
tell	VERB	8	EP19-LateReturns
me	PRON	0	EP19-LateReturns
what	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
mean	VERB	7	EP19-LateReturns
I	PRON	0	EP19-LateReturns
can't	VERB	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
sorry	ADJ	4	EP19-LateReturns
I	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
what	PRON	0	EP19-LateReturns
say	VERB	11	EP19-LateReturns
say	VERB	11	EP19-LateReturns
anything	PRON	0	EP19-LateReturns
read	VERB	11	EP19-LateReturns
I	PRON	0	EP19-LateReturns
awry	ADJ	2	EP19-LateReturns
I	PRON	0	EP19-LateReturns
leave	VERB	14	EP19-LateReturns
she	PRON	0	EP19-LateReturns
alive	ADJ	7	EP19-LateReturns
You	PRON	0	EP19-LateReturns
tell	VERB	8	EP19-LateReturns
first	ADJ	6	EP19-LateReturns
you	PRON	0	EP19-LateReturns
pass	VERB	25	EP19-LateReturns
my	PRON	0	EP19-LateReturns
then?That	PRON	0	EP19-LateReturns
my	PRON	0	EP19-LateReturns
That	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
past	ADJ	2	EP19-LateReturns
My	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
mention	VERB	3	EP19-LateReturns
she	PRON	0	EP19-LateReturns
take	VERB	42	EP19-LateReturns
few	ADJ	1	EP19-LateReturns
She	PRON	0	EP19-LateReturns
say	VERB	11	EP19-LateReturns
hear	VERB	5	EP19-LateReturns
her	PRON	0	EP19-LateReturns
check	VERB	25	EP19-LateReturns
I	PRON	0	EP19-LateReturns
ask	VERB	7	EP19-LateReturns
her	PRON	0	EP19-LateReturns
it	PRON	0	EP19-LateReturns
she	PRON	0	EP19-LateReturns
change	VERB	10	EP19-LateReturns
call	VERB	28	EP19-LateReturns
end	VERB	4	EP19-LateReturns
dead	ADJ	17	EP19-LateReturns
go	VERB	30	EP19-LateReturns
contact	VERB	2	EP19-LateReturns
same	ADJ	4	EP19-LateReturns
lead	VERB	14	EP19-LateReturns
believe	VERB	5	EP19-LateReturns
me	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
understand	VERB	5	EP19-LateReturns
low	ADJ	10	EP19-LateReturns
I	PRON	0	EP19-LateReturns
come	VERB	21	EP19-LateReturns
humble	ADJ	4	EP19-LateReturns
it	PRON	0	EP19-LateReturns
me	PRON	0	EP19-LateReturns
we	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
Me	PRON	0	EP19-LateReturns
He	PRON	0	EP19-LateReturns
tell	VERB	8	EP19-LateReturns
them	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
set	VERB	25	EP19-LateReturns
thank	VERB	1	EP19-LateReturns
you	PRON	0	EP19-LateReturns
come	VERB	21	EP19-LateReturns
I	PRON	0	EP19-LateReturns
work	VERB	27	EP19-LateReturns
all	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
hear	VERB	5	EP19-LateReturns
you	PRON	0	EP19-LateReturns
more	ADJ	2	EP19-LateReturns
excuse	VERB	6	EP19-LateReturns
me	PRON	0	EP19-LateReturns
put	VERB	9	EP19-LateReturns
it	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
could.in	PRON	0	EP19-LateReturns
seem	VERB	4	EP19-LateReturns
fit	VERB	9	EP19-LateReturns
I	PRON	0	EP19-LateReturns
involve	VERB	7	EP19-LateReturns
you	PRON	0	EP19-LateReturns
keep	VERB	22	EP19-LateReturns
it	PRON	0	EP19-LateReturns
quiet	ADJ	6	EP19-LateReturns
I	PRON	0	EP19-LateReturns
want	VERB	5	EP19-LateReturns
more	ADJ	2	EP19-LateReturns
know	VERB	11	EP19-LateReturns
come	VERB	21	EP19-LateReturns
help	VERB	8	EP19-LateReturns
help	VERB	8	EP19-LateReturns
you	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
I	PRON	0	EP19-LateReturns
concerned	ADJ	3	EP19-LateReturns
associate	VERB	3	EP19-LateReturns
that	PRON	0	EP19-LateReturns
it	PRON	0	EP19-LateReturns
your	PRON	0	EP19-LateReturns
that	PRON	0	EP19-LateReturns
get	VERB	36	EP19-LateReturns
We	PRON	0	EP19-LateReturns
break	VERB	59	EP19-LateReturns
You	PRON	0	EP19-LateReturns
avoid	VERB	5	EP19-LateReturns
I	PRON	0	EP19-LateReturns
think	VERB	13	EP19-LateReturns
you	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
that	PRON	0	EP19-LateReturns
reverse	VERB	5	EP19-LateReturns
your	PRON	0	EP19-LateReturns
go	VERB	30	EP19-LateReturns
know	ADJ	0	EP19-LateReturns
care	VERB	5	EP19-LateReturns
I	PRON	0	EP19-LateReturns
offer	VERB	13	EP19-LateReturns
positionin	ADJ	0	EP19-LateReturns
That	PRON	0	EP19-LateReturns
great	ADJ	6	EP19-LateReturns
That	PRON	0	EP19-LateReturns
what	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
want	VERB	5	EP19-LateReturns
it	PRON	0	EP19-LateReturns
make	VERB	49	EP19-LateReturns
us	PRON	0	EP19-LateReturns
make	VERB	49	EP19-LateReturns
long	ADJ	9	EP19-LateReturns
I	PRON	0	EP19-LateReturns
think	VERB	13	EP19-LateReturns
we	PRON	0	EP19-LateReturns
go	VERB	30	EP19-LateReturns
break	VERB	59	EP19-LateReturns
have	VERB	19	EP19-LateReturns
turn	VERB	26	EP19-LateReturns
it	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
do	VERB	13	EP19-LateReturns
worried	ADJ	2	EP19-LateReturns
loose	ADJ	13	EP19-LateReturns
I	PRON	0	EP19-LateReturns
date	VERB	5	EP19-LateReturns
You	PRON	0	EP19-LateReturns
get	VERB	36	EP19-LateReturns
your	PRON	0	EP19-LateReturns
humble	ADJ	4	EP19-LateReturns
do	VERB	13	EP19-LateReturns
go	VERB	30	EP19-LateReturns
see	VERB	24	EP19-LateReturns
name	VERB	9	EP19-LateReturns
I	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
say	VERB	11	EP19-LateReturns
he	PRON	0	EP19-LateReturns
live	VERB	7	EP19-LateReturns
your	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
pride	VERB	1	EP19-LateReturns
myself	PRON	0	EP19-LateReturns
my	PRON	0	EP19-LateReturns
remember	VERB	8	EP19-LateReturns
frank	ADJ	2	EP19-LateReturns
us	PRON	0	EP19-LateReturns
there	PRON	0	EP19-LateReturns
be	VERB	13	EP19-LateReturns
I	PRON	0	EP19-LateReturns
learn	VERB	6	EP19-LateReturns
lie	VERB	7	EP19-LateReturns
he	PRON	0	EP19-LateReturns
lie	VERB	7	EP19-LateReturns
He	PRON	0	EP19-LateReturns
lie	VERB	7	EP19-LateReturns
You	PRON	0	EP19-LateReturns
find	VERB	16	EP19-LateReturns
pull	VERB	17	EP19-LateReturns
see	VERB	24	EP19-LateReturns
who	PRON	0	EP19-LateReturns
post	VERB	12	EP19-LateReturns
Who	PRON	0	EP19-LateReturns
that?Got	PRON	0	EP19-LateReturns
her	PRON	0	EP19-LateReturns
own	ADJ	1	EP19-LateReturns
her	PRON	0	EP19-LateReturns
married	ADJ	2	EP19-LateReturns
she	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
What	PRON	0	EP19-LateReturns
she	PRON	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
do	VERB	13	EP19-LateReturns
live	VERB	7	EP19-LateReturns
same	ADJ	4	EP19-LateReturns
He	PRON	0	EP19-LateReturns
live	VERB	7	EP19-LateReturns
same	ADJ	4	EP19-LateReturns
place	VERB	16	EP19-LateReturns
Which	PRON	0	EP19-LateReturns
curious	ADJ	3	EP19-LateReturns
consider	VERB	9	EP19-LateReturns
he	PRON	0	EP19-LateReturns
write	VERB	10	EP19-LateReturns
get	VERB	36	EP19-LateReturns
late	ADJ	7	EP19-LateReturns
set	VERB	25	EP19-LateReturns
give	VERB	44	EP19-LateReturns
financial	ADJ	1	EP19-LateReturns
what	PRON	0	EP19-LateReturns
give	VERB	44	EP19-LateReturns
say	VERB	11	EP19-LateReturns
you	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
We	PRON	0	EP19-LateReturns
think	VERB	13	EP19-LateReturns
you	PRON	0	EP19-LateReturns
do	VERB	13	EP19-LateReturns
they	PRON	0	EP19-LateReturns
dead	ADJ	17	EP19-LateReturns
me	PRON	0	EP19-LateReturns
something	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
then?You	PRON	0	EP19-LateReturns
lie	VERB	7	EP19-LateReturns
you	PRON	0	EP19-LateReturns
know	VERB	11	EP19-LateReturns
him	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
live	VERB	7	EP19-LateReturns
his	PRON	0	EP19-LateReturns
he	PRON	0	EP19-LateReturns
I	PRON	0	EP19-LateReturns
talk	VERB	6	EP19-LateReturns
want	VERB	5	EP19-LateReturns
them	PRON	0	EP19-LateReturns
check	VERB	25	EP19-LateReturns
stop	VERB	11	EP19-LateReturns
come	VERB	21	EP19-LateReturns
Someone	PRON	0	EP19-LateReturns
go	VERB	30	EP19-LateReturns
come	VERB	21	EP19-LateReturns
you	PRON	0	EP19-LateReturns
who	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
think	VERB	13	EP19-LateReturns
get	VERB	36	EP19-LateReturns
doubt?the	ADJ	0	EP19-LateReturns
have	VERB	19	EP19-LateReturns
What	PRON	0	EP19-LateReturns
you	PRON	0	EP19-LateReturns
got?Self	PRON	0	EP19-LateReturns
